Mobile;Radio Call Sign;Date;Latitude;Longitude;Heading;Speed
JORGE ANDRES (ART);CA6216;14/03/2019 11:06:00;-37.026111;-73.157778;7;0
PIA LICETTY I (ART);CA5601;14/03/2019 11:06:00;-45.466944;-72.820556;345;0
JEPE I (ART);CB6827;14/03/2019 11:06:00;-29.9673;-71.3605;298;0
LOBO DE AFUERA IV (ART);CA3433;14/03/2019 11:05:49;-18.4725;-70.3226;0;0
DON CARLIN I (L/B);CA4559;14/03/2019 11:05:48;-41.4866;-72.9772;279;0
GABRIELA I (ART);CB2412;14/03/2019 11:05:21;-27.8464;-71.2348;15;4.996
PETROHUE II (ART);CB7843;14/03/2019 11:05:17;-18.4726;-70.3208;0;0
DON PASCUAL (ART);CB5242;14/03/2019 11:05:17;-36.7126;-73.1118;5;0
PETROHUE I (ART);CB7842;14/03/2019 11:05:11;-18.4724;-70.3207;2;0
MAR PRIMERO (ART);CB8415;14/03/2019 11:05:00;-37.5992;-73.662;238;0
INTREPIDA II (ART);CB3914;14/03/2019 11:04:45;-36.7266;-73.1318;0;0
GUAJACHE II (ART);CA2756;14/03/2019 11:04:32;-18.4722;-70.3218;0;0
CAMPARI I (ART);CB9584;14/03/2019 11:04:27;-41.7875;-73.1487;21;0
DON DANIEL I (L/B);CB5201;14/03/2019 11:04:24;-36.7263;-73.1315;0;0
PACIFICO A (TRP);CB3896;14/03/2019 11:04:10;-55.0368;-67.0233;0;0
ENRIQUETA (ART);CB4499;14/03/2019 11:04:08;-20.6313;-70.3182;12;6.492
DON FRANCISCO I (ART);CA3074;14/03/2019 11:04:00;-42.038889;-72.597778;193;6.901
DOÑA CATALINA (ART);CB4518;14/03/2019 11:04:00;-37.028889;-73.159444;43;0
MARICIA (ART);CB4523;14/03/2019 11:04:00;-36.640833;-73.090556;289;0
GUAYACAN I (ART);CB7013;14/03/2019 11:04:00;-41.491667;-72.984722;0;0
TITIN (ART);CA2458;14/03/2019 11:04:00;-41.786944;-73.1875;0;0
DON DIONISIO II (ART);CA5286;14/03/2019 11:04:00;-37.026389;-73.159444;290;0
DON ARMANDO (ART);CB3212;14/03/2019 11:04:00;-36.641111;-73.091111;0;0
KOKALECA III (ART);CA2563;14/03/2019 11:04:00;-42.3475;-73.356667;39;6.901
DON ALFONSO II (ART);CB6772;14/03/2019 11:04:00;-41.493056;-72.984722;26;0
DON BENJA (ART);CA4314;14/03/2019 11:04:00;-39.930556;-75.585;185;1.108
LOBO DE AFUERA V (ART);CA4636;14/03/2019 11:03:41;-18.4724;-70.3226;0;0
ARKHOS IV (ART);CA6307;14/03/2019 11:03:40;-18.4716;-70.3224;0;0
ODISEO (ART);CB8088;14/03/2019 11:03:35;-18.4717;-70.322;0;0
PELICANO (ART);CB2179;14/03/2019 11:03:33;-18.4715;-70.3228;359;0.505
ISAURA (ART);CB5051;14/03/2019 11:03:32;-18.4727;-70.3219;0;0
BUENA FE II (L/B);CB5552;14/03/2019 11:03:31;-39.6958;-74.6629;307;6.492
CHANGO I (ART);CA4154;14/03/2019 11:03:21;-18.4712;-70.3226;0;0
DALCA (ART);CB4849;14/03/2019 11:03:21;-37.602;-73.6567;185;0
ANTARES (ART);CA7199;14/03/2019 11:03:20;-44.1942;-73.8696;168;0
COYI II (ART);CA5302;14/03/2019 11:03:18;-18.472;-70.3215;7;0.505
KAWESCAR (ART);CB8264;14/03/2019 11:03:04;-18.4714;-70.3233;342;0
DON RODRIGO B (ART);CA3929;14/03/2019 11:03:00;-37.101389;-73.441944;39;0.408
EMELINDA (ART);CB3118;14/03/2019 11:03:00;-36.725833;-73.1325;0;0
DON FELIX (L/B);CB8925;14/03/2019 11:03:00;-41.4869;-72.9768;0;0
MULATO (L/B);CA4086;14/03/2019 11:03:00;-18.4728;-70.3223;78;0
J J (ART);CB2506;14/03/2019 11:03:00;-18.4718;-70.3219;0;0
DON FELIX II (L/B);CA4031;14/03/2019 11:03:00;-41.4868;-72.9769;0;0
DON UBALDO H.Q. (ART);CB4148;14/03/2019 11:02:58;-18.4713;-70.3225;2;0.505
GRINGO PABLO II (ART);CB8300;14/03/2019 11:02:52;-18.473;-70.3216;0;0
AMADEUS (ART);CA4581;14/03/2019 11:02:49;-18.4725;-70.3232;360;0
MARIA SOLEDAD II (ART);CB9670;14/03/2019 11:02:48;-29.968;-71.355;0;0
ISAAC (ART);CB8039;14/03/2019 11:02:48;-36.7261;-73.1318;0;0
JOSUE (ART);CB6783;14/03/2019 11:02:44;-36.726;-73.1319;355;0
ESTRELLA DE BELEN I (L/B);CB7386;14/03/2019 11:02:37;-37.6007;-73.6585;115;0
MARCELO RODOLFO (ART);CB6507;14/03/2019 11:02:31;-18.471;-70.3233;354;0.505
AMADEUS II (ART);CA5192;14/03/2019 11:02:31;-18.4726;-70.3232;0;0
FRONTERA (TRP);CB7833;14/03/2019 11:02:30;-53.0966;-70.8751;0;0
MARIA ISABEL (ART);CB4425;14/03/2019 11:02:22;-36.7263;-73.1322;0;0
DON EUGENIO (ART);CB7246;14/03/2019 11:02:19;-42.0989;-74.7854;229;6.609
LORETO V (ART);CA5374;14/03/2019 11:02:18;-18.4709;-70.3231;357;0
DON JORGE LUIS M (ART);CB8183;14/03/2019 11:02:00;-37.026944;-73.158056;274;0.292
LUCAS I (ART);CB9299;14/03/2019 11:02:00;-37.026111;-73.1575;357;0
ANTARES II (ART);CB8832;14/03/2019 11:02:00;-42.924722;-73.605556;53;4.607
ANTARES IV (ART);CA2738;14/03/2019 11:02:00;-41.764444;-73.128333;205;0
MAULINA IV (ART);CB8615;14/03/2019 11:02:00;-36.6604;-73.0596;30;0.603
MAR DE LIGURIA (ART);CA3680;14/03/2019 11:01:55;-36.5356;-72.9555;93;0.097
DON LUIS ALBERTO II (ART);CA3864;14/03/2019 11:01:55;-37.0974;-73.1643;11;0
MARY PAZ II (ART);CB8321;14/03/2019 11:01:55;-23.0935;-70.4452;149;0
JORGE VI (TRP);CA6408;14/03/2019 11:01:50;-53.0976;-70.8726;11;0
LUIS ALBERTO I (L/B);CA7608;14/03/2019 11:01:42;-37.6008;-73.6583;17;0
DON BENITO II (ART);CB8981;14/03/2019 11:01:39;-28.135;-71.27;0;0
DON RAUL M (ART);CB6352;14/03/2019 11:01:37;-18.4724;-70.3227;19;0.505
SANTA MARGARITA I (L/B);CB2394;14/03/2019 11:01:37;-18.472;-70.3231;15;0.505
DON ALEX (L/B);CB4472;14/03/2019 11:01:33;-44.5505;-75.3085;13;6.006
RIO JORDAN X (ART);CA7673;14/03/2019 11:01:30;-37.0978;-73.1648;310;0
MATIAS NICOLAS (ART);CA5093;14/03/2019 11:01:29;-36.7264;-73.1303;0;0
JOYA I (L/B);CB7132;14/03/2019 11:01:23;-37.6007;-73.6585;0;0
GALILEA I (ART);CA3627;14/03/2019 11:01:11;-37.1379;-73.3686;112;0.292
ADONAY II (ART-TRP);CA2528;14/03/2019 11:01:05;-53.0956;-70.8751;0;0
EUGENIO (ART);CA3058;14/03/2019 11:01:03;-41.7874;-73.1501;325;0
GOLONDRINA II (ART);CB4527;14/03/2019 11:01:02;-39.8739;-73.3836;76;0
DON JOSE EDGARDO (ART);CB8209;14/03/2019 11:01:01;-28.042;-71.282;0;0
DON ISAAC (ART);CA3231;14/03/2019 11:01:00;-41.764444;-73.128056;0;0
SAN SEBASTIAN I;CB9031;14/03/2019 11:01:00;-41.510833;-72.335278;0;0
DOÑA GLADYS II (ART);CA3307;14/03/2019 11:01:00;-37.026667;-73.155833;101;0
MAGDALENA II (ART);CB3050;14/03/2019 11:01:00;-36.711667;-73.113056;0;0
ANTARES II (ART);CB8832;14/03/2019 11:01:00;-42.924722;-73.605556;52;4.607
ORION IV (ART);CA3426;14/03/2019 11:01:00;-42.375278;-73.617778;259;6.201
ANA MARIA (ART);CA2598;14/03/2019 11:01:00;-37.135;-73.37;201;0.292
TURIMAR II (ART);CB7028;14/03/2019 11:01:00;-36.641944;-73.090278;0;0
OCEANI III (ART);CB2594;14/03/2019 11:01:00;-41.777778;-73.131667;324;0
CRISTINA (ART);CB7787;14/03/2019 11:01:00;-36.655;-73.042778;50;0.292
SANTA MARIA A (ART);CA3051;14/03/2019 11:01:00;-41.488611;-72.971667;0;0
ARKHOS I (ART);CB8235;14/03/2019 11:01:00;-18.4717;-70.3223;0;0
DON FRUCTUOSO (ART);CB7433;14/03/2019 11:00:59;-18.4728;-70.3218;339;0.505
EL BELA (ART);CB8059;14/03/2019 11:00:58;-37.0975;-73.167;216;0.097
DON DANILO F;CA6716;14/03/2019 11:00:57;-37.6009;-73.6586;239;0
ALBORADA (ART);CB8966;14/03/2019 11:00:57;-41.4873;-72.9749;110;0
CHANGO (ART);CA2065;14/03/2019 11:00:42;-36.712;-73.1123;353;0
DON LUCHO (ART);CB9555;14/03/2019 11:00:41;-18.4717;-70.3231;0;0
ISAURA I (ART);CA2650;14/03/2019 11:00:38;-18.473;-70.3216;356;0
DON VICENTE I (ART);CB4407;14/03/2019 11:00:34;-37.6005;-73.659;6;0
DON MAXI (ART);CA5119;14/03/2019 11:00:33;-37.6016;-73.6574;13;0
UZIEL II (ART);CB7875;14/03/2019 11:00:33;-36.5299;-72.9563;0;0
CALYPSO III (L/B);CB3661;14/03/2019 11:00:30;-39.8331;-73.255;217;0
MATIAS IGNACIO (L/B);CB9841;14/03/2019 11:00:10;-33.5876;-71.614;25;0
LUCIA PALMIRA (L/B);CB4039;14/03/2019 11:00:03;-41.867;-73.833;204;0
DON VICTORINO (ART);CA3496;14/03/2019 11:00:00;-29.969;-71.354;15;0
VENTURA I (L/B);CB4110;14/03/2019 11:00:00;-39.833;-73.255;51;0
DON JOSE MIGUEL (ART);CB3573;14/03/2019 11:00:00;-26.606;-70.997;276;0.991
DON JOSE I (ART);CA3693;14/03/2019 11:00:00;-18.472;-70.324;75;0
FORTUNA V (ART);CA3538;14/03/2019 11:00:00;-28.134;-71.282;316;0
TRINIDAD (ART);CB8949;14/03/2019 11:00:00;-28.101;-71.28;192;6.006
GUILLERMO I (ART);CB8894;14/03/2019 11:00:00;-27.081;-70.907;41;6.998
JUAN I (L/B);CA2128;14/03/2019 11:00:00;-18.473;-70.323;85;0
LONQUIMAY 2 (ART);CB4813;14/03/2019 11:00:00;-27.061;-70.827;35;0
MELISSA KAREN (L/B);CB3151;14/03/2019 11:00:00;-24.162;-70.807;16;5.501
GAROTA V (ART??);CA6799;14/03/2019 11:00:00;-29.968;-71.355;5;0
HALCON I (ART);CA5204;14/03/2019 11:00:00;-36.647222;-73.050833;41;0.7
DON MATEO (ART);CA2746;14/03/2019 11:00:00;-37.026389;-73.156944;161;0
ROCIO (L/B);CA2924;14/03/2019 11:00:00;-18.473;-70.323;169;0
MILTON PATRICIO (L/B);CB6759;14/03/2019 11:00:00;-39.384;-75.017;116;0
DON JUAN (ART-TRP);CB9510;14/03/2019 11:00:00;-45.165;-73.524;309;0
SANTA BARBARA II (L/B);CB9028;14/03/2019 11:00:00;-43.647;-73.603;196;2.994
JAVIERA II (L/B);CB5947;14/03/2019 11:00:00;-44.379;-75.576;221;0
RIO VALDIVIA (ART);CB8173;14/03/2019 11:00:00;-39.417;-73.27;86;1.497
DON ALFREDO (L/B);CB6235;14/03/2019 11:00:00;-48.853;-76.083;29;7.503
PUNTA BRAVA (ART);CA3697;14/03/2019 11:00:00;-39.61;-73.38;185;9.505
ISLA LLAHUEN (ART);CA3250;14/03/2019 11:00:00;-42.636;-72.907;232;6.998
CLAUDIO I (ART);CB6658;14/03/2019 11:00:00;-39.647;-73.402;214;7.503
SAMARITANO I (ART);CB9955;14/03/2019 11:00:00;-39.476;-73.317;206;8.495
DONCELLA II (ART);CB9807;14/03/2019 11:00:00;-36.664;-73.046;273;5.501
NATALIA II (ART);CA2795;14/03/2019 11:00:00;-41.364;-73.86;121;0
LUIS ALFONSO I (L/B);CA5065;14/03/2019 11:00:00;-40.019;-75.751;50;0.505
PUNTA DEL ESTE (L/B);CB2715;14/03/2019 11:00:00;-43.122;-73.624;150;0.505
SANTA IRENE III (L/B);CB4298;14/03/2019 11:00:00;-39.325;-75.044;148;0
MARJUXI II (L/B);CB5284;14/03/2019 11:00:00;-45.501;-75.437;92;0
MARJUXI III (L/B);CA3844;14/03/2019 11:00:00;-46.57;-75.508;331;4.51
MARJUXI IV (L/B);CB8222;14/03/2019 11:00:00;-46.571;-75.507;332;4.996
PUNTA MAULE II (ART);CA2323;14/03/2019 11:00:00;-37.026;-73.155;0;0
LUIS ALBERTO (L/B);CA4276;14/03/2019 11:00:00;-39.899;-75.658;236;0
EL ROBLE (L/B);CB9176;14/03/2019 11:00:00;-39.222;-75.039;53;0
GUERRERO DE PACIFICO (ART);CA4539;14/03/2019 11:00:00;-38.966;-75.152;108;0
DOÑA JOVA 2DA (ART);CA4240;14/03/2019 11:00:00;-37.029;-73.159;208;0
DON JOSE EDGARDO (ART);CB8209;14/03/2019 11:00:00;-28.027;-71.276;180;8.009
ISLA TABON (L/B);CB4727;14/03/2019 11:00:00;-31.983;-71.66;24;2.508
EL PATO (L/B);CA6380;14/03/2019 11:00:00;-27.404;-71.163;183;0.991
PUNTA PICHICUY (ART);CB5095;14/03/2019 11:00:00;-27.691;-71.214;196;4.51
LEONORA (L/B);CB3700;14/03/2019 11:00:00;-30.062;-71.652;343;0
DON ULMES (ART);CA3763;14/03/2019 11:00:00;-39.574;-73.359;197;6.998
RIO JORDAN IV (ART);CB7665;14/03/2019 11:00:00;-37.098;-73.167;318;0
BRISA (L/B);CB6254;14/03/2019 11:00:00;-35.339;-72.399;47;0
HUANAY (L/B);CB6574;14/03/2019 11:00:00;-32.828;-71.869;346;0
JUAN MARCELO (ART);CA3544;14/03/2019 11:00:00;-37.028;-73.157;195;0
ESTRELLA III (ART);CB8576;14/03/2019 11:00:00;-28.101;-71.278;264;0.991
DON PANCRACIO (ART);CB8165;14/03/2019 11:00:00;-27.076;-70.848;311;0
PIONERO (ART);CB6548;14/03/2019 11:00:00;-27.83;-71.157;199;6.492
DON BOSCO (ART);CB6666;14/03/2019 11:00:00;-36.712;-73.113;144;0
SANTO ISIDORO (L/B);CA4894;14/03/2019 11:00:00;-22.305;-70.619;271;0
DON DAVID II (ART);CA6369;14/03/2019 11:00:00;-38.812;-73.723;356;5.501
DOÑA AMANDA (L/B);CA3232;14/03/2019 11:00:00;-40.113;-75.573;328;0
MASTER (ART);CB6356;14/03/2019 11:00:00;-39.835;-73.258;43;0
DON BENITO II (ART);CB8981;14/03/2019 11:00:00;-28.135;-71.267;300;1.497
JAQUELINE (ART);CB2456;14/03/2019 11:00:00;-37.604;-73.65;345;0
TRAUWÜN I (ART);CB7765;14/03/2019 11:00:00;-29.952;-71.335;286;0
ISAIAS (L/B);CB4795;14/03/2019 11:00:00;-36.727;-73.132;29;0
RICARDO JESUS (ART);CA4197;14/03/2019 11:00:00;-37.028;-73.16;34;0
RAQUEL I (ART);CB8952;14/03/2019 11:00:00;-28.148;-71.265;2;7.503
DON ALEJANDRO II (ART);CB4069;14/03/2019 11:00:00;-21.255;-70.456;351;6.492
FORTUNA IV (ART);CA2841;14/03/2019 11:00:00;-28.155;-71.26;108;4.996
RAUL M (ART);CA4289;14/03/2019 11:00:00;-37.028;-73.157;353;0
ANSELMO I (ART);CB8578;14/03/2019 11:00:00;-36.641;-73.018;334;0
XIMENA I (ART);CB8566;14/03/2019 11:00:00;-37.027;-73.154;0;0
BENJAMIN S (L/B);CA4192;14/03/2019 11:00:00;-37.6;-73.661;7;0
KALI (ART);CB8951;14/03/2019 11:00:00;-28.11;-71.278;356;0.991
MARGARITA DEL MAR (ART);CB6982;14/03/2019 11:00:00;-36.712;-73.113;30;0
CAICAVEN (L/B);CB4019;14/03/2019 11:00:00;-31.144;-71.666;123;0
MAXIMO JAVIER (L/B);CA6718;14/03/2019 11:00:00;-37.602;-73.654;182;0
DON ATILIO (ART);CA3559;14/03/2019 11:00:00;-27.063;-70.826;170;0
LUCIA PALMIRA (L/B);CB4039;14/03/2019 11:00:00;-41.867;-73.833;204;0
TRAVESIA (L/B);CB3444;14/03/2019 11:00:00;-29.98;-71.676;51;2.002
LUIS ANDRES I (L/B);CA5159;14/03/2019 11:00:00;-37.601;-73.658;34;0
MARIA M (L/B);CA7195;14/03/2019 11:00:00;-39.874;-75.707;296;0.505
DOÑA CARMELA (ART);CB8749;14/03/2019 11:00:00;-39.835;-73.258;358;0
TOME (ART);CB2711;14/03/2019 11:00:00;-36.62;-72.96;177;0
FORTUNA III (ART);CB8070;14/03/2019 11:00:00;-27.063;-70.826;32;0
STELLA MARIS II (ART-TRP);CA4400;14/03/2019 11:00:00;-43.899;-73.75;294;0
PINITA (L/B);CB5728;14/03/2019 11:00:00;-35.339;-72.399;119;0
DON CHELO II (ART);CB5596;14/03/2019 11:00:00;-36.712;-73.113;235;0
JUAN BAUTISTA (L/B);CA2297;14/03/2019 11:00:00;-41.279;-74.142;19;7.503
KIMY II (ART);CB7690;14/03/2019 11:00:00;-36.726;-73.131;272;0
MISIONERA II (ART) 153076;CB5982;14/03/2019 11:00:00;-36.669;-73.062;346;0
DON JOAQUIN  (ART);CB5153;14/03/2019 11:00:00;-39.48;-73.318;209;7.503
NOEMI SIMONEY (ART);CB8653;14/03/2019 11:00:00;-39.835;-73.259;144;0
GAROTA II (ART);CA3942;14/03/2019 11:00:00;-29.969;-71.355;99;0
ISAAC II (ART);CA4843;14/03/2019 11:00:00;-39.482;-73.309;209;6.006
ORKA (ART);CB8648;14/03/2019 11:00:00;-39.483;-73.313;209;8.009
GAROTA (ART);CB8360;14/03/2019 11:00:00;-29.969;-71.354;276;0
GAROTA IV (ART);CA5832;14/03/2019 11:00:00;-29.969;-71.354;44;0
DON NEN (L/B);CA6010;14/03/2019 11:00:00;-37.601;-73.658;200;0
SOFIA MAGDALENA (ART);CA2112;14/03/2019 11:00:00;-27.063;-70.825;68;0
DON TOMAS (L/B);CB9682;14/03/2019 11:00:00;-41.777;-73.13;353;0
LA MISIONERA (L/B);CB4194;14/03/2019 11:00:00;-36.666;-73.064;53;3.499
CENTURION 2000 (L/B);CB2665;14/03/2019 11:00:00;-37.6;-73.66;172;0
DELFIN 2000 (ART);CB6837;14/03/2019 11:00:00;-29.967;-71.36;252;0
GAROTA III (ART);CA4493;14/03/2019 11:00:00;-29.969;-71.355;236;0
DON CORLEONE (ART);CA6425;14/03/2019 11:00:00;-42.574;-72.536;288;4.996
DON WILLIAM (L/B);CB9441;14/03/2019 11:00:00;-41.777;-73.13;71;0
MARIA TRINIDAD (ART);CA3988;14/03/2019 11:00:00;-36.726;-73.132;0;0
DON CHOLITO (ART);CB6701;14/03/2019 11:00:00;-39.834;-73.257;173;0
CHUBASCO I (ART);CB4352;14/03/2019 11:00:00;-27.076;-70.848;197;0
SOL NACIENTE (L/B);CB4417;14/03/2019 11:00:00;-37.601;-73.658;148;0
MARIA SOLEDAD II (ART);CB9670;14/03/2019 11:00:00;-29.968;-71.354;171;0
CAZADOR (MENOR);CB4015;14/03/2019 11:00:00;-36.101;-75.106;68;0.991
FELIPE EDUARDO (ART);CB7652;14/03/2019 11:00:00;-45.401;-72.703;33;0
CARACOLA (L/B);CB3641;14/03/2019 11:00:00;-39.874;-73.384;340;0
ROLANDO (ART);CA3502;14/03/2019 11:00:00;-39.874;-73.384;342;0
RIO SIMPSON (L/B);CB4418;14/03/2019 11:00:00;-39.12;-75.589;154;0
LUIS DAVID C (L/B);CA7547;14/03/2019 11:00:00;-38.603;-73.756;3;7.503
DON IGEL (L/B);CB5946;14/03/2019 11:00:00;-40.041;-75.762;111;0.505
AGUILA REAL II (ART);CB4720;14/03/2019 11:00:00;-36.537;-72.955;11;0
EL CHONO (ART);CB8218;14/03/2019 11:00:00;-45.631;-73.288;339;0
DON HECTOR I (ART);CB4815;14/03/2019 11:00:00;-39.511;-73.334;188;6.006
DON MATIAS I (L/B);CB9145;14/03/2019 11:00:00;-39.526;-74.069;96;0
DON LUIS ALBERTO (ART);CB8058;14/03/2019 11:00:00;-36.71;-73.112;282;0
DIEGO ARMANDO II (L/B);CA7582;14/03/2019 11:00:00;-39.847;-75.592;332;0
EL CID (ART);CB9336;14/03/2019 11:00:00;-28.087;-71.276;30;0
ALBERTO M (ART);CA6190;14/03/2019 11:00:00;-39.873;-73.383;306;0
EVELYN (ART);CB3795;14/03/2019 11:00:00;-37.604;-73.651;18;0
DON GERMAN I (ART);CB6824;14/03/2019 11:00:00;-33.023;-71.63;347;0
DON LUIS (ART);CB6500;14/03/2019 11:00:00;-23.094;-70.446;283;0
EL CHILE (ART);CA3725;14/03/2019 11:00:00;-33.584;-71.615;40;0
SOFIA-A (ART);CA4323;14/03/2019 11:00:00;-39.836;-73.258;197;0
JECHITO VI (L/B);CB3884;14/03/2019 11:00:00;-33.508;-71.878;259;5.501
PLEBEYO (L/B);CB4489;14/03/2019 11:00:00;-37.601;-73.658;317;0
MARISOL III (L/B);CB3946;14/03/2019 11:00:00;-20.211;-70.153;151;0
AGUILA REAL (ART);CB4161;14/03/2019 11:00:00;-39.558;-73.353;202;6.492
MARINA II (ART);CB4360;14/03/2019 11:00:00;-33.584;-71.615;333;0
MOISES II (ART);CB4419;14/03/2019 11:00:00;-37.601;-73.656;74;0
BELISARIO SEGUNDO (L/B);CB6528;14/03/2019 11:00:00;-39.833;-73.254;35;0
COLON II (L/B);CB5357;14/03/2019 11:00:00;-18.473;-70.322;160;0
DON JORGE M (ART);CB4880;14/03/2019 11:00:00;-39.813;-73.232;234;0
PALMI I (L/B);CB7795;14/03/2019 11:00:00;-41.852;-74.932;21;0.991
ELCIRA ROSA (L/B);CB3707;14/03/2019 11:00:00;-20.234;-70.151;221;0
SANDY III (ART);CB9998;14/03/2019 11:00:00;-27.063;-70.826;338;0
DOÑA BERNARDA (L/B);CA5416;14/03/2019 11:00:00;-29.952;-71.332;188;0
LINARES (ART);CB8063;14/03/2019 11:00:00;-39.835;-73.258;341;0
SANTA XIMENA II (L/B);CB6740;14/03/2019 11:00:00;-37.599;-73.661;307;0
MARIA LEONTINA (L/B);CB9520;14/03/2019 11:00:00;-29.655;-71.672;31;0.505
MAIMAU I  (ART);CA4388;14/03/2019 11:00:00;-28.289;-71.249;358;7.503
MARIA PABLA (ART);CA3916;14/03/2019 11:00:00;-29.968;-71.354;348;0
YULIANA ANTONELLA (ART);CA6271;14/03/2019 11:00:00;-27.076;-70.848;343;0
DEMETRIO II (L/B);CB5911;14/03/2019 11:00:00;-39.13;-75.478;184;1.497
CONSTITUCION (ART);CB8064;14/03/2019 11:00:00;-39.565;-73.36;205;6.998
JOSE SEBASTIAN (ART);CB9898;14/03/2019 11:00:00;-37.114;-73.415;62;0
PUNTA DE HUMO (L/B);CB2205;14/03/2019 11:00:00;-29.952;-71.335;354;0
EYZER (L/B);CB4942;14/03/2019 11:00:00;-41.487;-72.977;184;0
SANTA PALESTINA I (L/B);CA3533;14/03/2019 11:00:00;-37.6017;-73.6551;218;0
LAUREANO V (L/B);CB4920;14/03/2019 11:00:00;-35.3377;-72.3998;231;0
MARIA CRUZ II (L/B);CB3666;14/03/2019 11:00:00;-39.0729;-75.137;175;0
SANTA ISABEL IV (L/B);CB8764;14/03/2019 11:00:00;-50.9209;-76.1712;354;0.991
ALFA I (L/B);CB4651;14/03/2019 11:00:00;-42.4789;-74.7882;236;3.499
BETTY YULY (L/B);CB3744;14/03/2019 11:00:00;-31.1683;-71.9476;228;0.991
DOÑA BELLA (L/B);CB5197;14/03/2019 11:00:00;-20.2325;-70.15;132;0
ARAUCANA III (L/B);CB4205;14/03/2019 11:00:00;-41.6204;-74.8431;280;6.006
MARIA INES (L/B);CB2105;14/03/2019 11:00:00;-43.7187;-74.0847;206;6.492
DON NESTOR (L/B);CB8291;14/03/2019 11:00:00;-43.1231;-73.6235;325;0
JUAN ANTONIO I (L/B);CB7000;14/03/2019 11:00:00;-26.3809;-70.9063;329;5.501
CHAFIC I (ART);CA3537;14/03/2019 11:00:00;-29.6896;-71.3922;156;1.497
PATRICIA VANESSA (ART);CA3534;14/03/2019 11:00:00;-37.1001;-73.1646;154;0.408
MORONI (L/B);CB3993;14/03/2019 11:00:00;-40.0422;-75.6893;56;1.497
EL PACIFICO (ART);CA2729;14/03/2019 11:00:00;-41.786944;-73.187222;84;0.292
YOVANKA (L/B);CB5271;14/03/2019 11:00:00;-38.9574;-75.2339;142;0
EBEN EZER I (L/B);CB7497;14/03/2019 11:00:00;-26.8904;-70.8416;184;6.492
LUIS DAVID I (L/B);CA4286;14/03/2019 11:00:00;-40.0987;-75.6943;210;0
STA XIMENA (L/B);CB6886;14/03/2019 11:00:00;-37.7633;-73.7185;357;7.503
MILENIUM (L/B);CB6708;14/03/2019 11:00:00;-39.8292;-73.2514;229;0
HECTOR ALFREDO (L/B);CA4908;14/03/2019 11:00:00;-39.2236;-74.9202;335;0.505
JUAN CLAUDIO I (L/B);CA3501;14/03/2019 11:00:00;-37.6017;-73.6573;230;0
JOSE BASILIO (L/B);CB3181;14/03/2019 11:00:00;-37.6012;-73.6558;223;0
LAGO GENESARET (L/B);CB2854;14/03/2019 11:00:00;-39.9012;-75.5089;24;0.991
DON CARLOS (L/B);CB9160;14/03/2019 11:00:00;-37.6016;-73.6553;227;0
OCEANIA (L/B);CB4692;14/03/2019 11:00:00;-35.3387;-72.3985;188;0
DON ADRIAN (L/B);CB3605;14/03/2019 11:00:00;-43.1232;-73.6235;222;0
CARLA BELEN I (L/B);CB7097;14/03/2019 11:00:00;-37.6016;-73.6552;80;0
DON ENRIQUE F (L/B);CB9690;14/03/2019 11:00:00;-39.2196;-75.0085;127;0.505
DON GILBERTO I (ART);CB3819;14/03/2019 11:00:00;-40.312;-76.0978;307;0.991
HUMBOLDT II (ART);CB8112;14/03/2019 11:00:00;-18.4711;-70.3232;180;0
OSCAR ALONSO (L/B);CA4424;14/03/2019 11:00:00;-39.1686;-75.0647;44;0
IVETH I (L/B);CB3558;14/03/2019 11:00:00;-40.1254;-75.6083;131;0
CLAUDIA VICTORIA (L/B);CB3812;14/03/2019 11:00:00;-25.6858;-70.8883;237;0.505
NEFI (L/B);CB7327;14/03/2019 11:00:00;-36.7257;-73.1317;333;0
DOÑA NIEVES (L/B);CB6028;14/03/2019 11:00:00;-40.0874;-75.5972;89;0
JUAN CLAUDIO II (L/B);CA4448;14/03/2019 11:00:00;-37.6017;-73.6573;222;0
TUMBES (L/B);CA3554;14/03/2019 11:00:00;-39.3788;-74.9018;11;0
PAOLA STEPHANIE (L/B);CA3299;14/03/2019 11:00:00;-37.6035;-73.6521;197;0
ROCIO III (L/B);CB7658;14/03/2019 11:00:00;-27.0637;-70.8249;289;0
SAN CARLOS II (L/B);CB4097;14/03/2019 11:00:00;-46.0251;-75.47;214;6.492
MUTRUN (L/B);CA5814;14/03/2019 11:00:00;-35.3387;-72.3987;206;0
COÑA (L/B);CB3596;14/03/2019 11:00:00;-35.3377;-72.3997;296;0
VALENTINA ARACELI (L/B);CA4719;14/03/2019 11:00:00;-39.3951;-74.8622;203;0
JOYA II (L/B);CB3092;14/03/2019 11:00:00;-37.6027;-73.6534;219;0
LUZ ELENA (L/B);CB4206;14/03/2019 11:00:00;-35.3384;-72.3986;68;0
MARIA LORETO (L/B);CB2011;14/03/2019 11:00:00;-33.585;-71.6139;330;0
MAMITA RITA (L/B);CB3130;14/03/2019 11:00:00;-28.5144;-71.485;151;0.505
CARMENCHA (L/B);CB4100;14/03/2019 11:00:00;-39.8328;-73.2547;126;0
POLACO I (ART-TRP);CA5779;14/03/2019 10:59:46;-53.097;-70.873;159;0
ARKHOS II (ART);CB6995;14/03/2019 10:59:42;-18.4716;-70.3224;0;0
COYI I (ART);CA5350;14/03/2019 10:59:41;-18.472;-70.3215;0;0
